Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.19396775,-0.128472592,0.61082032,-0.094487497,0.631295935
3.20397775,-0.213176326,0.804289995,0.007967416,0.832099767
3.21398775,-0.074619389,0.633277867,-0.149108677,0.654860526
3.22399675,-0.022882676,0.423490441,-0.24714134,0.49086313
3.23400675,-0.225871947,0.294818367,-0.207805367,0.42558087
3.24401675,-0.252347573,0.556678977,0.029592174,0.61192032
3.25402675,-0.289950542,0.63722598,-0.137897226,0.713543209
3.26403575,-0.072100883,0.380158041,-0.112385239,0.402925695
3.27404575,0.021226014,0.262960544,-0.2757658,0.381635386
3.28405575,-0.221355302,0.425682854,0.030842308,0.480786138
3.29406575,-0.290326975,0.356588646,-0.310212332,0.554686313
3.30410575,0.008072081,0.433778178,0.066430802,0.438909692
3.31411575,-0.337346994,0.43723973,-0.285137132,0.621518109
3.32412575,-0.11074948,0.154336746,-0.186288782,0.266061626
3.33413475,0.05676064,0.154765785,-0.169647607,0.236547097
3.34414475,-0.29570243,0.220912339,-0.211589684,0.425455501
3.35415475,-0.197034174,0.195435582,0.00969176,0.277689508
3.36416475,-0.09858983,0.180947132,-0.2138356,0.296963774
3.37417375,0.099656198,-0.053650835,-0.368083979,0.385091659
3.38418375,0.085780554,-0.115672763,-0.078939165,0.1642251
3.39419375,-0.479412554,0.074259127,-0.22753738,0.535839597
3.40420375,-0.277067938,0.150633631,0.150809047,0.349571884
3.41421275,0.046807144,0.324539765,-0.058610151,0.333094757
3.42425375,-0.127094166,0.195297149,-0.22735904,0.325554967
3.43426275,-0.16944913,0.070044016,-0.532735725,0.563406181
3.44427275,-0.103391746,0.152570009,-0.028075991,0.186428866
3.45428275,-0.134293806,0.301366079,0.09861797,0.344357146
3.46429275,-0.044687492,0.467300412,-0.002066406,0.469436808
3.47430275,-0.075349304,0.456862693,-0.424923593,0.628459305
3.48431175,-0.109212321,0.356012914,-0.232912726,0.439227577
3.49432175,0.091535859,0.556124149,0.380270746,0.679896112
3.50433175,-0.070795748,0.586865885,-0.447117285,0.741173038
3.51434175,0.004239706,0.460628519,-0.302067161,0.550854951
3.52435075,0.029402468,0.492826943,0.093174212,0.502418486
3.53436075,-0.204913224,0.439047762,-0.112279404,0.49735202
3.54440075,-0.137802629,0.288286881,-0.615842786,0.693802009
3.55441075,0.02518743,0.345289706,0.134634479,0.37146444
3.56442075,-0.089763038,0.386501612,0.163264201,0.429064213
3.57443075,-0.150376682,0.487943641,-0.559300795,0.757310718
3.58443975,-0.081513,0.617591542,0.680987785,0.922934475
3.59444975,-0.411620739,0.430209769,-0.433463452,0.736479899
3.60445975,-0.012563857,0.540750796,-0.160103197,0.564094236
3.61446975,-0.009204212,0.543366109,0.121011636,0.556754221
3.62447975,-0.082155865,0.605017324,-0.552596378,0.823503676
3.63448875,-0.022045465,0.926808824,0.491788843,1.049436451
3.64449875,-0.210174074,0.743929772,-0.194864309,0.797230673
3.65450875,-0.011206445,0.931954885,-0.283709242,0.974246595
3.66454875,0.014547471,1.073932152,0.207932251,1.093973362
3.67455875,-0.123687724,1.108530492,-0.225909516,1.138056947
3.68456875,-0.029478528,1.231748137,-0.182670525,1.245568536
3.69457775,-0.270372949,1.372889544,0.243848189,1.420348257
3.70458775,-0.353511549,1.39593152,-0.201814894,1.454071689
3.71459775,-0.146831844,1.479367049,-0.453408889,1.554241318
3.72460775,-0.196936379,1.449307829,0.217843282,1.478760567
3.73461675,-0.295445993,1.476190549,-0.155437703,1.513468781
3.74462675,-0.180245685,1.455467724,-0.142697205,1.473511892
3.75463675,-0.196056848,1.258798234,-0.326814916,1.315225939
3.76464675,-0.094998388,1.195890087,-0.157371377,1.209935347
3.77465675,-0.116554971,1.210429481,-0.128971451,1.222848406
3.78469675,-0.307467722,1.124694828,-0.189774892,1.181308328
3.79470675,-0.164927953,1.064535092,-0.016562238,1.077362752
3.80471575,-0.072304038,0.990443049,-0.215954046,1.016288078
