Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.394212958,0.374678031,0.302777707,-1.201473593,1.294448439
3.404222958,0.397480125,-0.173839256,0.388500118,0.58235975
3.414232958,0.248693009,-0.244963253,0.421231661,0.547075242
3.424272958,-0.093710329,-0.127828183,-0.928491653,0.941922725
3.434282958,-0.266083743,-0.380871913,0.679467509,0.823128221
3.444291958,-0.08898587,-0.038146477,-0.492282348,0.501712616
3.454301958,0.349129572,0.378846218,-0.999346458,1.124326135
3.464311958,0.453767981,0.284817783,1.145467207,1.264563827
3.474321958,0.122321924,0.759417585,-1.883274726,2.034306126
3.484330958,-0.143613646,0.324350607,-0.019957716,0.355283698
3.494340958,-0.066023132,0.248871696,-0.435249192,0.505705481
3.504350958,0.072542179,0.066552972,-1.617760849,1.620753476
3.514360958,-0.208273034,-0.315842031,-0.227334482,0.44137831
3.524370958,-0.231077175,-0.052987829,-1.534949073,1.55314939
3.534410958,0.013801265,-0.48364338,1.248653022,1.339117531
3.544420958,-0.017932881,-0.031399822,-0.919585758,0.920296422
3.554429958,-0.273610662,0.06053891,-0.56015215,0.626337118
3.564439958,-0.545491389,-0.006724134,-0.063191444,0.549180506
3.574449958,-0.210419931,0.119768235,-0.869668078,0.902742236
3.584459958,0.15797037,0.013626881,0.073628724,0.174818531
3.594468958,0.418196372,0.066108967,1.003074642,1.088768726
3.604478958,0.082032507,-0.168126929,-0.353590486,0.400027784
3.614488958,-0.031376232,-0.214007015,-0.352856076,0.413873025
3.624498958,-0.36561291,-0.070259275,0.588517578,0.696392206
3.634507958,-0.209253685,-0.260278079,0.874462211,0.936064069
3.644517958,0.018808574,-0.101913789,0.459362524,0.470907753
3.654557958,-0.125587411,-0.517530552,1.819575158,1.895907125
3.664567958,-0.426275689,-0.405582758,-0.556992899,0.810215667
3.674577958,0.30530681,-0.231139119,-0.620005419,0.728727837
3.684587958,0.300716801,-0.283726382,-0.124480205,0.431771439
3.694597958,-0.150603225,-0.632394938,0.165160453,0.67073293
3.704606958,0.008009772,-0.568858581,0.642142977,0.857911327
3.714616958,0.023231079,-0.086824693,-0.975216168,0.979349164
3.724626958,0.017915339,-0.221128467,-0.269191775,0.348830862
3.734636958,0.340733701,-0.288615933,0.175926932,0.479946765
3.744645958,0.11357935,-0.187858577,-0.8086173,0.837886061
3.754655958,0.543396807,-0.335768648,0.640578847,0.904633591
3.764665958,0.033350992,-0.193000326,-1.085850751,1.103373585
3.774705958,0.105746603,0.147756472,-1.110992024,1.125752014
3.784715958,0.43583289,-0.283137988,1.793464417,1.867252538
3.794725958,0.039091487,0.093047136,-1.500265144,1.503656016
3.804749958,0.727338444,-0.270628363,-0.604785701,0.983883462
3.814759958,0.790241182,-0.273777929,0.134315806,0.847039678
3.824769958,-0.280987619,0.206454331,-0.609528378,0.702212415
3.834779958,-0.982902626,0.436417977,-1.294848365,1.683208397
3.844789958,-1.075645898,0.25022211,-0.991856759,1.48438709
3.854798958,0.257188903,0.093895585,0.323839268,0.424068844
3.864808958,0.067471611,-0.144961603,-0.217502389,0.269951058
3.874818958,0.319430358,-0.13144856,-0.674274012,0.757601426
3.884828958,0.308681969,-0.075869089,0.271826531,0.418246745
3.894868958,-0.218409731,-0.123683567,-1.160201606,1.187041786
3.904878958,-0.258276595,0.045476665,-0.133213021,0.294143903
3.914887958,-0.451150841,0.08528683,0.460534891,0.650310165
3.924897958,-0.253798377,-0.234129897,0.767574524,0.841665655
3.934907958,0.023260569,-0.471870157,-0.533032764,0.712268507
3.944917958,0.360437978,-0.50544253,-1.024331025,1.19776531
3.954926958,0.162289726,-0.246191387,0.574419356,0.645682392
3.964936958,-0.38365855,-0.135372471,0.803107468,0.900278399
3.974946958,-0.220140908,0.022237856,0.622022123,0.660203047
3.984956958,-0.250350183,-0.019893146,0.214543113,0.330302435
3.994966958,-0.393789801,-0.035389418,1.430492073,1.484126137
4.005006958,-0.316864125,0.122278116,-0.14759074,0.370321263
4.015016958,0.189875976,0.152436939,-0.804472793,0.840515545
4.025025958,0.464145108,0.061892828,0.218599911,0.516766219
4.035035958,0.03976452,-0.006166322,-0.135691071,0.141532001
4.045045958,0.052313065,-0.00415509,-0.344983969,0.348952519
4.055055958,-0.0004669,-0.039852356,-0.674168762,0.675345799
4.065064958,0.280777211,-0.145525869,0.226031138,0.388720588
4.075074958,0.094538861,-0.250794096,0.658080733,0.710567045
4.085084958,0.305776141,-0.399081203,0.381132041,0.630893404
4.095094958,-0.107773111,-0.125154206,-1.256235691,1.26704646
4.105103958,-0.160602512,-0.440531676,0.013672544,0.469093021
4.115113958,0.016732548,0.595695546,-0.392446404,0.713545613
4.125154958,0.608625202,0.630158962,-0.450806878,0.985267373
4.135163958,0.378165091,0.216727761,0.348748407,0.558216096
4.145173958,-0.013508978,0.450481627,-2.337532046,2.380582335
4.155183958,-0.20075494,-0.083776695,0.886543143,0.912841621
4.165193958,-0.077774692,0.122627414,-1.061705843,1.071590259
4.175202958,0.042662272,-0.084043675,-0.472594188,0.481901106
4.185212958,-0.149698387,-0.194299102,-0.774668366,0.812571735
4.195222958,-0.004366328,-0.204984871,-0.986729336,1.007805856
4.205232958,0.184557531,-0.330728275,0.738046085,0.829550901
4.215241958,0.186772311,0.080144048,-1.213003133,1.229912015
4.225251958,0.073598648,0.004823587,0.187007405,0.201026858
4.235261958,-0.351825467,0.038607502,-0.132872128,0.378056479
4.245301958,-0.760788245,0.130339096,-0.743376991,1.071632579
4.255311958,-0.368751951,0.176857589,0.230333519,0.469372068
4.265321958,-0.004648911,0.229882315,0.589133874,0.632413008
4.275331958,0.053333459,0.070315637,0.203786575,0.222075921
4.285340958,-0.15866469,0.06366336,0.193735211,0.25838119
