Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.302921333,0.077735955,-0.704734205,0.813152985,1.078847049
2.312931333,0.280463069,-0.737159501,0.35527273,0.865033164
2.322940333,-0.613468232,-1.033946918,6.150239418,6.266644588
2.332950333,-0.83758616,-1.94179249,-2.150495989,3.016080512
2.342960333,1.091437692,-0.230767529,-4.812778884,4.940377564
2.352970333,0.536884105,-0.488143397,-3.338689971,3.416632734
2.362979333,-1.076483511,-0.995473408,8.990834908,9.109604624
2.372989333,0.170174276,-1.019023508,-4.633279304,4.747067021
2.383030333,-0.127868593,0.067377758,-1.709002556,1.715103459
2.393039333,-1.01021899,-1.249401027,1.420228456,2.144433305
2.403049333,1.314910308,-1.196876512,-2.834062981,3.345656211
2.413059333,0.713332243,-0.729002489,0.37909838,1.088119065
2.423069333,-0.384122307,-0.576633258,2.695590389,2.783210989
2.433078333,-0.472043015,-0.519569257,1.202957616,1.392797131
2.443088333,-0.798083395,-0.897126311,-0.742491138,1.411759828
2.453098333,-1.600257355,-0.401998707,4.855432568,5.128123632
2.463133708,-0.589171589,-1.446902576,-2.323374767,2.799771515
2.473142708,1.202286795,-0.906992318,-0.29782559,1.535196627
2.483152708,0.485994179,-0.975885236,-5.101281674,5.216475539
2.493192708,1.181190187,-0.822196873,-1.846023284,2.340730638
2.503202708,1.382147002,-0.778197307,-0.205069454,1.59936702
2.513212708,0.7479577,-0.450955397,2.933849224,3.061090127
2.523222708,-0.611777984,-0.521059859,2.867672192,2.978140272
2.533232708,-0.889698958,-0.616105618,-1.727592609,2.038559931
2.543241708,-1.647228185,-0.677719922,2.900280359,3.403570353
2.553251708,0.176378044,-1.123576109,-4.440596007,4.583931215
2.563261708,0.761673367,-0.679579775,-0.51862347,1.144965193
2.573271708,0.792338798,-0.440778757,2.848600913,2.989416974
2.583280708,-1.007428041,-0.741131222,-0.205032617,1.26736937
2.593290708,-0.73276181,-0.786817418,0.285490889,1.112441714
2.603330708,-0.085870692,-0.714705169,-0.567761132,0.916804209
2.613340708,-0.372968451,-0.628037008,-0.388990114,0.827556196
2.623350708,-0.035846081,-0.915077263,-0.094154205,0.920606514
2.633360708,0.316342443,-1.000561363,-1.575908234,1.893325736
2.643369708,0.439794598,-0.655688783,2.218411399,2.354717861
2.653379708,0.111302554,-0.940209327,-1.698113871,1.944215152
2.663389708,0.281059321,-0.935851251,0.398591827,1.055313863
2.673399708,1.01518291,-0.97142191,0.055511127,1.406178635
2.683409708,0.773883889,-0.885916321,-0.301455542,1.214339098
2.693418708,-0.445427513,-0.927242541,-2.692200758,2.882035621
2.703428708,0.924181378,-0.990358703,9.208614455,9.307711951
2.713468708,0.283421048,-0.758796099,4.990765205,5.056069258
2.723478708,-1.440387609,-0.918894325,-10.71861521,10.85392995
2.733488708,-0.786994735,-0.931690518,-3.927016345,4.112039069
2.743498708,0.160684026,-0.882374809,-5.758990524,5.828411148
2.753507708,1.206125419,-0.669620798,4.264188434,4.4817891
2.763517708,0.374761134,-0.344916142,4.910160168,4.936505437
2.773527708,-1.042829935,-0.538002897,0.51448715,1.281264382
2.783537708,-1.668338387,-0.379994027,2.369168406,2.922448866
2.793546708,-0.79757973,-0.828666087,-3.662770144,3.839102244
2.803556708,1.953060952,-0.859979096,-0.738135547,2.258064484
2.813566708,0.092301679,-0.559751616,0.450415699,0.724372676
2.823606708,-0.464666314,-0.631724993,1.928148013,2.081524924
2.833616708,-0.183534963,-0.86997111,2.320144181,2.484673788
2.843626708,0.096233987,-1.383337349,-4.550669841,4.757255428
2.853636708,-0.721751941,-1.054253567,-2.413550527,2.730861145
2.863645708,-0.274681562,-0.004558782,7.872152626,7.876944694
2.873655708,-0.560226775,-0.845103487,-3.486484194,3.630926325
2.883665708,-0.531242492,-1.311647854,0.76289909,1.607685821
2.893675708,0.436297086,-1.147319898,-8.117326378,8.209609347
2.903684708,0.500685418,-0.24025946,6.196304952,6.221141821
2.913694708,0.950722913,-1.108589842,-2.188339754,2.630907899
